Frequency,BORROWERS_CTY,Borrowers' country,Borrowing sector,Lending sector,VALUATION,Valuation method,Quaterlly_per_year,Total_Credit__all_Sec
Quarterly,LU,Luxembourg,General government,All sectors,M,Market value,2017-Q4,23.2
Quarterly,LU,Luxembourg,General government,All sectors,N,Nominal value,2017-Q4,21.8
Quarterly,LU,Luxembourg,Households & NPISHs,All sectors,M,Market value,2017-Q4,63.4
Quarterly,LU,Luxembourg,Non-financial corporations,All sectors,M,Market value,2017-Q4,300.6
Quarterly,LU,Luxembourg,Private non-financial sector,All sectors,M,Market value,2017-Q4,364.0
Quarterly,MX,Mexico,Non financial sector,All sectors,M,Market value,2017-Q4,77.7
Quarterly,MX,Mexico,General government,All sectors,N,Nominal value,2017-Q4,35.2
Quarterly,MX,Mexico,Households & NPISHs,All sectors,M,Market value,2017-Q4,16.0
Quarterly,MX,Mexico,Non-financial corporations,All sectors,M,Market value,2017-Q4,26.5
Quarterly,MX,Mexico,Private non-financial sector,All sectors,M,Market value,2017-Q4,42.5
Quarterly,MY,Malaysia,Non financial sector,All sectors,M,Market value,2017-Q4,182.8
Quarterly,MY,Malaysia,General government,All sectors,N,Nominal value,2017-Q4,50.1
Quarterly,MY,Malaysia,Households & NPISHs,All sectors,M,Market value,2017-Q4,66.2
Quarterly,MY,Malaysia,Non-financial corporations,All sectors,M,Market value,2017-Q4,66.5
Quarterly,MY,Malaysia,Private non-financial sector,All sectors,M,Market value,2017-Q4,132.7
Quarterly,NL,Netherlands,Non financial sector,All sectors,M,Market value,2017-Q4,338.1
Quarterly,NL,Netherlands,General government,All sectors,M,Market value,2017-Q4,64.2
Quarterly,NL,Netherlands,General government,All sectors,N,Nominal value,2017-Q4,56.9
Quarterly,NL,Netherlands,Households & NPISHs,All sectors,M,Market value,2017-Q4,107.8
Quarterly,NL,Netherlands,Non-financial corporations,All sectors,M,Market value,2017-Q4,166.1
Quarterly,NL,Netherlands,Private non-financial sector,All sectors,M,Market value,2017-Q4,273.9
Quarterly,NO,Norway,Non financial sector,All sectors,M,Market value,2017-Q4,280.2
Quarterly,NO,Norway,General government,All sectors,M,Market value,2017-Q4,38.1
Quarterly,NO,Norway,General government,All sectors,N,Nominal value,2017-Q4,37.3
Quarterly,NO,Norway,Households & NPISHs,All sectors,M,Market value,2017-Q4,100.6
Quarterly,NO,Norway,Non-financial corporations,All sectors,M,Market value,2017-Q4,141.5
Quarterly,NO,Norway,Private non-financial sector,All sectors,M,Market value,2017-Q4,242.1
Quarterly,NZ,New Zealand,Non financial sector,All sectors,M,Market value,2017-Q4,202.6
Quarterly,NZ,New Zealand,General government,All sectors,N,Nominal value,2017-Q4,28.6
Quarterly,NZ,New Zealand,Households & NPISHs,All sectors,M,Market value,2017-Q4,90.9
Quarterly,NZ,New Zealand,Non-financial corporations,All sectors,M,Market value,2017-Q4,83.1
Quarterly,NZ,New Zealand,Private non-financial sector,All sectors,M,Market value,2017-Q4,174.0
Quarterly,PL,Poland,Non financial sector,All sectors,M,Market value,2017-Q4,134.7
Quarterly,PL,Poland,General government,All sectors,M,Market value,2017-Q4,52.8
Quarterly,PL,Poland,General government,All sectors,N,Nominal value,2017-Q4,50.7
Quarterly,PL,Poland,Households & NPISHs,All sectors,M,Market value,2017-Q4,34.9
Quarterly,PL,Poland,Non-financial corporations,All sectors,M,Market value,2017-Q4,47.0
Quarterly,PL,Poland,Private non-financial sector,All sectors,M,Market value,2017-Q4,81.9
Quarterly,PT,Portugal,Non financial sector,All sectors,M,Market value,2017-Q4,312.8
Quarterly,PT,Portugal,General government,All sectors,M,Market value,2017-Q4,136.1
Quarterly,PT,Portugal,General government,All sectors,N,Nominal value,2017-Q4,126.1
Quarterly,PT,Portugal,Households & NPISHs,All sectors,M,Market value,2017-Q4,69.2
Quarterly,PT,Portugal,Non-financial corporations,All sectors,M,Market value,2017-Q4,107.6
Quarterly,PT,Portugal,Private non-financial sector,All sectors,M,Market value,2017-Q4,176.7
Quarterly,RU,Russia,Non financial sector,All sectors,M,Market value,2017-Q4,114.8
Quarterly,RU,Russia,General government,All sectors,N,Nominal value,2017-Q4,15.5
Quarterly,RU,Russia,Households & NPISHs,All sectors,M,Market value,2017-Q4,16.3
Quarterly,RU,Russia,Non-financial corporations,All sectors,M,Market value,2017-Q4,83.0
Quarterly,RU,Russia,Private non-financial sector,All sectors,M,Market value,2017-Q4,99.3
Quarterly,SA,Saudi Arabia,Non financial sector,All sectors,M,Market value,2017-Q4,80.6
Quarterly,SA,Saudi Arabia,General government,All sectors,N,Nominal value,2017-Q4,17.2
Quarterly,SA,Saudi Arabia,Households & NPISHs,All sectors,M,Market value,2017-Q4,14.2
Quarterly,SA,Saudi Arabia,Non-financial corporations,All sectors,M,Market value,2017-Q4,49.3
Quarterly,SA,Saudi Arabia,Private non-financial sector,All sectors,M,Market value,2017-Q4,63.4
Quarterly,SE,Sweden,Non financial sector,All sectors,M,Market value,2017-Q4,284.2
Quarterly,SE,Sweden,General government,All sectors,M,Market value,2017-Q4,43.4
Quarterly,SE,Sweden,General government,All sectors,N,Nominal value,2017-Q4,41.0
Quarterly,SE,Sweden,Households & NPISHs,All sectors,M,Market value,2017-Q4,87.2
Quarterly,SE,Sweden,Non-financial corporations,All sectors,M,Market value,2017-Q4,153.6
Quarterly,SE,Sweden,Private non-financial sector,All sectors,M,Market value,2017-Q4,240.8
Quarterly,SG,Singapore,Non financial sector,All sectors,M,Market value,2017-Q4,307.8
Quarterly,SG,Singapore,General government,All sectors,N,Nominal value,2017-Q4,106.0
Quarterly,SG,Singapore,Households & NPISHs,All sectors,M,Market value,2017-Q4,62.5
Quarterly,SG,Singapore,Non-financial corporations,All sectors,M,Market value,2017-Q4,137.5
Quarterly,SG,Singapore,Private non-financial sector,All sectors,M,Market value,2017-Q4,201.8
Quarterly,TH,Thailand,Non financial sector,All sectors,M,Market value,2017-Q4,185.8
Quarterly,TH,Thailand,General government,All sectors,N,Nominal value,2017-Q4,32.5
Quarterly,TH,Thailand,Households & NPISHs,All sectors,M,Market value,2017-Q4,78.6
Quarterly,TH,Thailand,Non-financial corporations,All sectors,M,Market value,2017-Q4,74.8
Quarterly,TH,Thailand,Private non-financial sector,All sectors,M,Market value,2017-Q4,153.3
Quarterly,TR,Turkey,Non financial sector,All sectors,M,Market value,2017-Q4,112.6
Quarterly,TR,Turkey,General government,All sectors,M,Market value,2017-Q4,28.5
Quarterly,TR,Turkey,General government,All sectors,N,Nominal value,2017-Q4,28.0
Quarterly,TR,Turkey,Households & NPISHs,All sectors,M,Market value,2017-Q4,16.9
Quarterly,TR,Turkey,Non-financial corporations,All sectors,M,Market value,2017-Q4,67.1
Quarterly,TR,Turkey,Private non-financial sector,All sectors,M,Market value,2017-Q4,84.1
Quarterly,US,United States,Non financial sector,All sectors,M,Market value,2017-Q4,251.3
Quarterly,US,United States,General government,All sectors,M,Market value,2017-Q4,98.8
Quarterly,US,United States,General government,All sectors,N,Nominal value,2017-Q4,96.8
Quarterly,US,United States,Households & NPISHs,All sectors,M,Market value,2017-Q4,77.8
Quarterly,US,United States,Non-financial corporations,All sectors,M,Market value,2017-Q4,74.8
Quarterly,US,United States,Private non-financial sector,All sectors,M,Market value,2017-Q4,152.5
Quarterly,XM,Euro area,Non financial sector,All sectors,M,Market value,2017-Q4,262.2
Quarterly,XM,Euro area,General government,All sectors,M,Market value,2017-Q4,98.9
Quarterly,XM,Euro area,General government,All sectors,N,Nominal value,2017-Q4,87.9
Quarterly,XM,Euro area,Households & NPISHs,All sectors,M,Market value,2017-Q4,57.7
Quarterly,XM,Euro area,Non-financial corporations,All sectors,M,Market value,2017-Q4,105.5
Quarterly,XM,Euro area,Private non-financial sector,All sectors,M,Market value,2017-Q4,163.2
Quarterly,ZA,South Africa,Non financial sector,All sectors,M,Market value,2017-Q4,123.2
Quarterly,ZA,South Africa,General government,All sectors,N,Nominal value,2017-Q4,50.3
Quarterly,ZA,South Africa,Households & NPISHs,All sectors,M,Market value,2017-Q4,34.7
Quarterly,ZA,South Africa,Non-financial corporations,All sectors,M,Market value,2017-Q4,38.1
Quarterly,ZA,South Africa,Private non-financial sector,All sectors,M,Market value,2017-Q4,72.8
Quarterly,4T,Emerging market economies (aggregate),Non financial sector,All sectors,M,Market value,2018-Q1,202.1
Quarterly,4T,Emerging market economies (aggregate),General government,All sectors,N,Nominal value,2018-Q1,51.6
Quarterly,4T,Emerging market economies (aggregate),Households & NPISHs,All sectors,M,Market value,2018-Q1,42.8
Quarterly,4T,Emerging market economies (aggregate),Non-financial corporations,All sectors,M,Market value,2018-Q1,107.6
Quarterly,4T,Emerging market economies (aggregate),Private non-financial sector,All sectors,M,Market value,2018-Q1,150.4
Quarterly,5A,All reporting economies,Non financial sector,All sectors,M,Market value,2018-Q1,247.9
Quarterly,5A,All reporting economies,General government,All sectors,M,Market value,2018-Q1,87.0
Quarterly,5A,All reporting economies,General government,All sectors,N,Nominal value,2018-Q1,82.8
Quarterly,5A,All reporting economies,Households & NPISHs,All sectors,M,Market value,2018-Q1,62.7
Quarterly,5A,All reporting economies,Non-financial corporations,All sectors,M,Market value,2018-Q1,98.2
Quarterly,5A,All reporting economies,Private non-financial sector,All sectors,M,Market value,2018-Q1,160.9
Quarterly,5R,Advanced economies,Non financial sector,All sectors,M,Market value,2018-Q1,276.9
Quarterly,5R,Advanced economies,General government,All sectors,M,Market value,2018-Q1,109.4
Quarterly,5R,Advanced economies,General government,All sectors,N,Nominal value,2018-Q1,102.5
Quarterly,5R,Advanced economies,Households & NPISHs,All sectors,M,Market value,2018-Q1,75.3
Quarterly,5R,Advanced economies,Non-financial corporations,All sectors,M,Market value,2018-Q1,92.2
Quarterly,5R,Advanced economies,Private non-financial sector,All sectors,M,Market value,2018-Q1,167.5
Quarterly,AR,Argentina,Non financial sector,All sectors,M,Market value,2018-Q1,85.9
Quarterly,AR,Argentina,General government,All sectors,N,Nominal value,2018-Q1,60.5
Quarterly,AR,Argentina,Households & NPISHs,All sectors,M,Market value,2018-Q1,7.1
Quarterly,AR,Argentina,Non-financial corporations,All sectors,M,Market value,2018-Q1,18.1
Quarterly,AR,Argentina,Private non-financial sector,All sectors,M,Market value,2018-Q1,25.4
Quarterly,AT,Austria,Non financial sector,All sectors,M,Market value,2018-Q1,229.9
Quarterly,AT,Austria,General government,All sectors,M,Market value,2018-Q1,87.6
Quarterly,AT,Austria,General government,All sectors,N,Nominal value,2018-Q1,77.4
Quarterly,AT,Austria,Households & NPISHs,All sectors,M,Market value,2018-Q1,48.9
Quarterly,AT,Austria,Non-financial corporations,All sectors,M,Market value,2018-Q1,93.4
Quarterly,AT,Austria,Private non-financial sector,All sectors,M,Market value,2018-Q1,142.3
Quarterly,AU,Australia,Non financial sector,All sectors,M,Market value,2018-Q1,237.5
Quarterly,AU,Australia,General government,All sectors,M,Market value,2018-Q1,41.0
Quarterly,AU,Australia,General government,All sectors,N,Nominal value,2018-Q1,38.1
Quarterly,AU,Australia,Households & NPISHs,All sectors,M,Market value,2018-Q1,123.3
Quarterly,AU,Australia,Non-financial corporations,All sectors,M,Market value,2018-Q1,73.2
Quarterly,AU,Australia,Private non-financial sector,All sectors,M,Market value,2018-Q1,196.5
Quarterly,BE,Belgium,Non financial sector,All sectors,M,Market value,2018-Q1,330.7
Quarterly,BE,Belgium,General government,All sectors,M,Market value,2018-Q1,118.3
Quarterly,BE,Belgium,General government,All sectors,N,Nominal value,2018-Q1,105.0
Quarterly,BE,Belgium,Households & NPISHs,All sectors,M,Market value,2018-Q1,59.0
Quarterly,BE,Belgium,Non-financial corporations,All sectors,M,Market value,2018-Q1,153.4
Quarterly,BE,Belgium,Private non-financial sector,All sectors,M,Market value,2018-Q1,212.4
Quarterly,BR,Brazil,Non financial sector,All sectors,M,Market value,2018-Q1,154.3
Quarterly,BR,Brazil,General government,All sectors,N,Nominal value,2018-Q1,83.7
Quarterly,BR,Brazil,Households & NPISHs,All sectors,M,Market value,2018-Q1,27.8
Quarterly,BR,Brazil,Non-financial corporations,All sectors,M,Market value,2018-Q1,42.8
Quarterly,BR,Brazil,Private non-financial sector,All sectors,M,Market value,2018-Q1,70.6
Quarterly,CA,Canada,Non financial sector,All sectors,M,Market value,2018-Q1,299.5
Quarterly,CA,Canada,General government,All sectors,M,Market value,2018-Q1,85.6
Quarterly,CA,Canada,General government,All sectors,N,Nominal value,2018-Q1,80.8
Quarterly,CA,Canada,Households & NPISHs,All sectors,M,Market value,2018-Q1,102.9
Quarterly,CA,Canada,Non-financial corporations,All sectors,M,Market value,2018-Q1,111.0
Quarterly,CA,Canada,Private non-financial sector,All sectors,M,Market value,2018-Q1,213.9
Quarterly,CH,Switzerland,Non financial sector,All sectors,M,Market value,2018-Q1,285.5
Quarterly,CH,Switzerland,General government,All sectors,M,Market value,2018-Q1,29.5
Quarterly,CH,Switzerland,General government,All sectors,N,Nominal value,2018-Q1,27.6
Quarterly,CH,Switzerland,Households & NPISHs,All sectors,M,Market value,2018-Q1,126.1
Quarterly,CH,Switzerland,Non-financial corporations,All sectors,M,Market value,2018-Q1,129.9
Quarterly,CH,Switzerland,Private non-financial sector,All sectors,M,Market value,2018-Q1,256.0
Quarterly,CL,Chile,Non financial sector,All sectors,M,Market value,2018-Q1,161.1
Quarterly,CL,Chile,General government,All sectors,M,Market value,2018-Q1,24.7
Quarterly,CL,Chile,General government,All sectors,N,Nominal value,2018-Q1,23.6
Quarterly,CL,Chile,Households & NPISHs,All sectors,M,Market value,2018-Q1,43.9
Quarterly,CL,Chile,Non-financial corporations,All sectors,M,Market value,2018-Q1,92.4
Quarterly,CL,Chile,Private non-financial sector,All sectors,M,Market value,2018-Q1,136.4
Quarterly,CN,China,Non financial sector,All sectors,M,Market value,2018-Q1,257.5
Quarterly,CN,China,General government,All sectors,N,Nominal value,2018-Q1,52.2
Quarterly,CN,China,Households & NPISHs,All sectors,M,Market value,2018-Q1,48.9
Quarterly,CN,China,Non-financial corporations,All sectors,M,Market value,2018-Q1,156.4
Quarterly,CN,China,Private non-financial sector,All sectors,M,Market value,2018-Q1,205.3
Quarterly,CO,Colombia,Non financial sector,All sectors,M,Market value,2018-Q1,111.1
Quarterly,CO,Colombia,General government,All sectors,N,Nominal value,2018-Q1,49.1
Quarterly,CO,Colombia,Households & NPISHs,All sectors,M,Market value,2018-Q1,27.006
Quarterly,CO,Colombia,Non-financial corporations,All sectors,M,Market value,2018-Q1,34.936
Quarterly,CO,Colombia,Private non-financial sector,All sectors,M,Market value,2018-Q1,61.9
Quarterly,CZ,Czechia,Non financial sector,All sectors,M,Market value,2018-Q1,125.9
Quarterly,CZ,Czechia,General government,All sectors,M,Market value,2018-Q1,37.4
Quarterly,CZ,Czechia,General government,All sectors,N,Nominal value,2018-Q1,35.2
Quarterly,CZ,Czechia,Households & NPISHs,All sectors,M,Market value,2018-Q1,31.1
Quarterly,CZ,Czechia,Non-financial corporations,All sectors,M,Market value,2018-Q1,57.4
Quarterly,CZ,Czechia,Private non-financial sector,All sectors,M,Market value,2018-Q1,88.5
Quarterly,DE,Germany,Non financial sector,All sectors,M,Market value,2018-Q1,186.8
Quarterly,DE,Germany,General government,All sectors,M,Market value,2018-Q1,67.7
Quarterly,DE,Germany,General government,All sectors,N,Nominal value,2018-Q1,63.3
Quarterly,DE,Germany,Households & NPISHs,All sectors,M,Market value,2018-Q1,52.0
Quarterly,DE,Germany,Non-financial corporations,All sectors,M,Market value,2018-Q1,67.0
Quarterly,DE,Germany,Private non-financial sector,All sectors,M,Market value,2018-Q1,119.1
Quarterly,DK,Denmark,Non financial sector,All sectors,M,Market value,2018-Q1,275.7
Quarterly,DK,Denmark,General government,All sectors,M,Market value,2018-Q1,41.2
Quarterly,DK,Denmark,General government,All sectors,N,Nominal value,2018-Q1,35.5
Quarterly,DK,Denmark,Households & NPISHs,All sectors,M,Market value,2018-Q1,113.6
Quarterly,DK,Denmark,Non-financial corporations,All sectors,M,Market value,2018-Q1,120.9
Quarterly,DK,Denmark,Private non-financial sector,All sectors,M,Market value,2018-Q1,234.5
Quarterly,ES,Spain,Non financial sector,All sectors,M,Market value,2018-Q1,273.6
Quarterly,ES,Spain,General government,All sectors,M,Market value,2018-Q1,115.6
Quarterly,ES,Spain,General government,All sectors,N,Nominal value,2018-Q1,102.3
Quarterly,ES,Spain,Households & NPISHs,All sectors,M,Market value,2018-Q1,60.5
Quarterly,ES,Spain,Non-financial corporations,All sectors,M,Market value,2018-Q1,97.6
Quarterly,ES,Spain,Private non-financial sector,All sectors,M,Market value,2018-Q1,158.1
Quarterly,FI,Finland,Non financial sector,All sectors,M,Market value,2018-Q1,255.1
Quarterly,FI,Finland,General government,All sectors,M,Market value,2018-Q1,68.5
Quarterly,FI,Finland,General government,All sectors,N,Nominal value,2018-Q1,64.8
Quarterly,FI,Finland,Households & NPISHs,All sectors,M,Market value,2018-Q1,64.4
Quarterly,FI,Finland,Non-financial corporations,All sectors,M,Market value,2018-Q1,122.2
Quarterly,FI,Finland,Private non-financial sector,All sectors,M,Market value,2018-Q1,186.6
Quarterly,FR,France,Non financial sector,All sectors,M,Market value,2018-Q1,313.6
Quarterly,FR,France,General government,All sectors,M,Market value,2018-Q1,111.3
Quarterly,FR,France,General government,All sectors,N,Nominal value,2018-Q1,98.5
Quarterly,FR,France,Households & NPISHs,All sectors,M,Market value,2018-Q1,59.0
Quarterly,FR,France,Non-financial corporations,All sectors,M,Market value,2018-Q1,143.2
