Frequency,BORROWERS_CTY,Borrowers' country,Borrowers,TITLE_TS,Series,Quaterlly_per_year,Debt_Sec_Ratio
Quarterly,CH,Switzerland,Private non-financial sector,Switzerland - Private non-financial sector,Q:CH:P,2021-Q4,20.1
Quarterly,CN,China,Private non-financial sector,China - Private non-financial sector,Q:CN:P,2021-Q4,19.9
Quarterly,CZ,Czechia,Private non-financial sector,Czechia - Private non-financial sector,Q:CZ:P,2021-Q4,7.4
Quarterly,DE,Germany,Households & NPISHs,Germany - Households and NPISHs,Q:DE:H,2021-Q4,6.1
Quarterly,DE,Germany,Non-financial corporations,Germany - Non-financial corporations,Q:DE:N,2021-Q4,24.8
Quarterly,DE,Germany,Private non-financial sector,Germany - Private non-financial sector,Q:DE:P,2021-Q4,11.2
Quarterly,DK,Denmark,Households & NPISHs,Denmark - Households and NPISHs,Q:DK:H,2021-Q4,14.0
Quarterly,DK,Denmark,Non-financial corporations,Denmark - Non-financial corporations,Q:DK:N,2021-Q4,43.8
Quarterly,DK,Denmark,Private non-financial sector,Denmark - Private non-financial sector,Q:DK:P,2021-Q4,24.9
Quarterly,ES,Spain,Households & NPISHs,Spain - Households and NPISHs,Q:ES:H,2021-Q4,6.0
Quarterly,ES,Spain,Non-financial corporations,Spain - Non-financial corporations,Q:ES:N,2021-Q4,42.4
Quarterly,ES,Spain,Private non-financial sector,Spain - Private non-financial sector,Q:ES:P,2021-Q4,14.4
Quarterly,FI,Finland,Households & NPISHs,Finland - Households and NPISHs,Q:FI:H,2021-Q4,7.3
Quarterly,FI,Finland,Non-financial corporations,Finland - Non-financial corporations,Q:FI:N,2021-Q4,37.3
Quarterly,FI,Finland,Private non-financial sector,Finland - Private non-financial sector,Q:FI:P,2021-Q4,17.0
Quarterly,FR,France,Households & NPISHs,France - Households and NPISHs,Q:FR:H,2021-Q4,6.6
Quarterly,FR,France,Non-financial corporations,France - Non-financial corporations,Q:FR:N,2021-Q4,55.7
Quarterly,FR,France,Private non-financial sector,France - Private non-financial sector,Q:FR:P,2021-Q4,20.5
Quarterly,GB,United Kingdom,Households & NPISHs,United Kingdom - Households and NPISHs,Q:GB:H,2021-Q4,8.6
Quarterly,GB,United Kingdom,Non-financial corporations,United Kingdom - Non-financial corporations,Q:GB:N,2021-Q4,34.1
Quarterly,GB,United Kingdom,Private non-financial sector,United Kingdom - Private non-financial sector,Q:GB:P,2021-Q4,13.9
Quarterly,HK,Hong Kong SAR,Private non-financial sector,Hong Kong SAR - Private non-financial sector,Q:HK:P,2021-Q4,31.5
Quarterly,HU,Hungary,Private non-financial sector,Hungary - Private non-financial sector,Q:HU:P,2021-Q4,8.9
Quarterly,ID,Indonesia,Private non-financial sector,Indonesia - Private non-financial sector,Q:ID:P,2021-Q4,4.1
Quarterly,IN,India,Private non-financial sector,India - Private non-financial sector,Q:IN:P,2021-Q4,9.4
Quarterly,IT,Italy,Households & NPISHs,Italy - Households and NPISHs,Q:IT:H,2021-Q4,4.3
Quarterly,IT,Italy,Non-financial corporations,Italy - Non-financial corporations,Q:IT:N,2021-Q4,30.9
Quarterly,IT,Italy,Private non-financial sector,Italy - Private non-financial sector,Q:IT:P,2021-Q4,10.1
Quarterly,JP,Japan,Households & NPISHs,Japan - Households and NPISHs,Q:JP:H,2021-Q4,7.5
Quarterly,JP,Japan,Non-financial corporations,Japan - Non-financial corporations,Q:JP:N,2021-Q4,36.1
Quarterly,JP,Japan,Private non-financial sector,Japan - Private non-financial sector,Q:JP:P,2021-Q4,15.6
Quarterly,KR,Korea,Households & NPISHs,Korea - Households and NPISHs,Q:KR:H,2021-Q4,12.9
Quarterly,KR,Korea,Non-financial corporations,Korea - Non-financial corporations,Q:KR:N,2021-Q4,39.0
Quarterly,KR,Korea,Private non-financial sector,Korea - Private non-financial sector,Q:KR:P,2021-Q4,20.8
Quarterly,MX,Mexico,Private non-financial sector,Mexico - Private non-financial sector,Q:MX:P,2021-Q4,4.7
Quarterly,MY,Malaysia,Private non-financial sector,Malaysia - Private non-financial sector,Q:MY:P,2021-Q4,12.8
Quarterly,NL,Netherlands,Households & NPISHs,Netherlands - Households and NPISHs,Q:NL:H,2021-Q4,13.6
Quarterly,NL,Netherlands,Non-financial corporations,Netherlands - Non-financial corporations,Q:NL:N,2021-Q4,45.8
Quarterly,NL,Netherlands,Private non-financial sector,Netherlands - Private non-financial sector,Q:NL:P,2021-Q4,24.1
Quarterly,NO,Norway,Households & NPISHs,Norway - Households and NPISHs,Q:NO:H,2021-Q4,14.3
Quarterly,NO,Norway,Non-financial corporations,Norway - Non-financial corporations,Q:NO:N,2021-Q4,50.2
Quarterly,NO,Norway,Private non-financial sector,Norway - Private non-financial sector,Q:NO:P,2021-Q4,26.5
Quarterly,PL,Poland,Private non-financial sector,Poland - Private non-financial sector,Q:PL:P,2021-Q4,6.3
Quarterly,PT,Portugal,Households & NPISHs,Portugal - Households and NPISHs,Q:PT:H,2021-Q4,6.1
Quarterly,PT,Portugal,Non-financial corporations,Portugal - Non-financial corporations,Q:PT:N,2021-Q4,46.0
Quarterly,PT,Portugal,Private non-financial sector,Portugal - Private non-financial sector,Q:PT:P,2021-Q4,14.4
Quarterly,RU,Russia,Private non-financial sector,Russia - Private non-financial sector,Q:RU:P,2021-Q4,12.5
Quarterly,SE,Sweden,Households & NPISHs,Sweden - Households and NPISHs,Q:SE:H,2021-Q4,12.2
Quarterly,SE,Sweden,Non-financial corporations,Sweden - Non-financial corporations,Q:SE:N,2021-Q4,45.8
Quarterly,SE,Sweden,Private non-financial sector,Sweden - Private non-financial sector,Q:SE:P,2021-Q4,24.8
Quarterly,TH,Thailand,Private non-financial sector,Thailand - Private non-financial sector,Q:TH:P,2021-Q4,14.5
Quarterly,TR,Turkey,Private non-financial sector,Turkey - Private non-financial sector,Q:TR:P,2021-Q4,19.7
Quarterly,US,United States,Households & NPISHs,United States - Households and NPISHs,Q:US:H,2021-Q4,7.2
Quarterly,US,United States,Non-financial corporations,United States - Non-financial corporations,Q:US:N,2021-Q4,40.1
Quarterly,US,United States,Private non-financial sector,United States - Private non-financial sector,Q:US:P,2021-Q4,13.5
Quarterly,ZA,South Africa,Private non-financial sector,South Africa - Private non-financial sector,Q:ZA:P,2021-Q4,6.8
Quarterly,AU,Australia,Households & NPISHs,Australia - Households and NPISHs,Q:AU:H,2022-Q1,13.4
Quarterly,AU,Australia,Non-financial corporations,Australia - Non-financial corporations,Q:AU:N,2022-Q1,33.7
Quarterly,AU,Australia,Private non-financial sector,Australia - Private non-financial sector,Q:AU:P,2022-Q1,17.3
Quarterly,BE,Belgium,Households & NPISHs,Belgium - Households and NPISHs,Q:BE:H,2022-Q1,7.3
Quarterly,BE,Belgium,Non-financial corporations,Belgium - Non-financial corporations,Q:BE:N,2022-Q1,45.4
Quarterly,BE,Belgium,Private non-financial sector,Belgium - Private non-financial sector,Q:BE:P,2022-Q1,19.2
Quarterly,BR,Brazil,Private non-financial sector,Brazil - Private non-financial sector,Q:BR:P,2022-Q1,21.7
Quarterly,CA,Canada,Households & NPISHs,Canada - Households and NPISHs,Q:CA:H,2022-Q1,12.7
Quarterly,CA,Canada,Non-financial corporations,Canada - Non-financial corporations,Q:CA:N,2022-Q1,51.6
Quarterly,CA,Canada,Private non-financial sector,Canada - Private non-financial sector,Q:CA:P,2022-Q1,23.0
Quarterly,CH,Switzerland,Private non-financial sector,Switzerland - Private non-financial sector,Q:CH:P,2022-Q1,20.4
Quarterly,CN,China,Private non-financial sector,China - Private non-financial sector,Q:CN:P,2022-Q1,20.4
Quarterly,CZ,Czechia,Private non-financial sector,Czechia - Private non-financial sector,Q:CZ:P,2022-Q1,7.7
Quarterly,DE,Germany,Households & NPISHs,Germany - Households and NPISHs,Q:DE:H,2022-Q1,6.1
Quarterly,DE,Germany,Non-financial corporations,Germany - Non-financial corporations,Q:DE:N,2022-Q1,24.7
Quarterly,DE,Germany,Private non-financial sector,Germany - Private non-financial sector,Q:DE:P,2022-Q1,11.1
Quarterly,DK,Denmark,Households & NPISHs,Denmark - Households and NPISHs,Q:DK:H,2022-Q1,13.0
Quarterly,DK,Denmark,Non-financial corporations,Denmark - Non-financial corporations,Q:DK:N,2022-Q1,40.7
Quarterly,DK,Denmark,Private non-financial sector,Denmark - Private non-financial sector,Q:DK:P,2022-Q1,23.3
Quarterly,ES,Spain,Households & NPISHs,Spain - Households and NPISHs,Q:ES:H,2022-Q1,5.8
Quarterly,ES,Spain,Non-financial corporations,Spain - Non-financial corporations,Q:ES:N,2022-Q1,40.4
Quarterly,ES,Spain,Private non-financial sector,Spain - Private non-financial sector,Q:ES:P,2022-Q1,14.0
Quarterly,FI,Finland,Households & NPISHs,Finland - Households and NPISHs,Q:FI:H,2022-Q1,7.3
Quarterly,FI,Finland,Non-financial corporations,Finland - Non-financial corporations,Q:FI:N,2022-Q1,35.6
Quarterly,FI,Finland,Private non-financial sector,Finland - Private non-financial sector,Q:FI:P,2022-Q1,16.5
Quarterly,FR,France,Households & NPISHs,France - Households and NPISHs,Q:FR:H,2022-Q1,6.6
Quarterly,FR,France,Non-financial corporations,France - Non-financial corporations,Q:FR:N,2022-Q1,56.3
Quarterly,FR,France,Private non-financial sector,France - Private non-financial sector,Q:FR:P,2022-Q1,20.5
Quarterly,GB,United Kingdom,Households & NPISHs,United Kingdom - Households and NPISHs,Q:GB:H,2022-Q1,8.5
Quarterly,GB,United Kingdom,Non-financial corporations,United Kingdom - Non-financial corporations,Q:GB:N,2022-Q1,32.3
Quarterly,GB,United Kingdom,Private non-financial sector,United Kingdom - Private non-financial sector,Q:GB:P,2022-Q1,13.4
Quarterly,HK,Hong Kong SAR,Private non-financial sector,Hong Kong SAR - Private non-financial sector,Q:HK:P,2022-Q1,32.5
Quarterly,HU,Hungary,Private non-financial sector,Hungary - Private non-financial sector,Q:HU:P,2022-Q1,9.4
Quarterly,ID,Indonesia,Private non-financial sector,Indonesia - Private non-financial sector,Q:ID:P,2022-Q1,4.0
Quarterly,IN,India,Private non-financial sector,India - Private non-financial sector,Q:IN:P,2022-Q1,9.6
Quarterly,IT,Italy,Households & NPISHs,Italy - Households and NPISHs,Q:IT:H,2022-Q1,4.3
Quarterly,IT,Italy,Non-financial corporations,Italy - Non-financial corporations,Q:IT:N,2022-Q1,30.6
Quarterly,IT,Italy,Private non-financial sector,Italy - Private non-financial sector,Q:IT:P,2022-Q1,10.0
Quarterly,JP,Japan,Households & NPISHs,Japan - Households and NPISHs,Q:JP:H,2022-Q1,7.5
Quarterly,JP,Japan,Non-financial corporations,Japan - Non-financial corporations,Q:JP:N,2022-Q1,35.9
Quarterly,JP,Japan,Private non-financial sector,Japan - Private non-financial sector,Q:JP:P,2022-Q1,15.5
Quarterly,KR,Korea,Households & NPISHs,Korea - Households and NPISHs,Q:KR:H,2022-Q1,13.1
Quarterly,KR,Korea,Non-financial corporations,Korea - Non-financial corporations,Q:KR:N,2022-Q1,39.7
Quarterly,KR,Korea,Private non-financial sector,Korea - Private non-financial sector,Q:KR:P,2022-Q1,21.1
Quarterly,MX,Mexico,Private non-financial sector,Mexico - Private non-financial sector,Q:MX:P,2022-Q1,4.7
Quarterly,MY,Malaysia,Private non-financial sector,Malaysia - Private non-financial sector,Q:MY:P,2022-Q1,12.4
Quarterly,NL,Netherlands,Households & NPISHs,Netherlands - Households and NPISHs,Q:NL:H,2022-Q1,13.5
Quarterly,NL,Netherlands,Non-financial corporations,Netherlands - Non-financial corporations,Q:NL:N,2022-Q1,46.1
Quarterly,NL,Netherlands,Private non-financial sector,Netherlands - Private non-financial sector,Q:NL:P,2022-Q1,24.0
Quarterly,NO,Norway,Households & NPISHs,Norway - Households and NPISHs,Q:NO:H,2022-Q1,13.4
Quarterly,NO,Norway,Non-financial corporations,Norway - Non-financial corporations,Q:NO:N,2022-Q1,46.9
Quarterly,NO,Norway,Private non-financial sector,Norway - Private non-financial sector,Q:NO:P,2022-Q1,24.8
Quarterly,PL,Poland,Private non-financial sector,Poland - Private non-financial sector,Q:PL:P,2022-Q1,6.3
Quarterly,PT,Portugal,Households & NPISHs,Portugal - Households and NPISHs,Q:PT:H,2022-Q1,6.1
Quarterly,PT,Portugal,Non-financial corporations,Portugal - Non-financial corporations,Q:PT:N,2022-Q1,44.7
Quarterly,PT,Portugal,Private non-financial sector,Portugal - Private non-financial sector,Q:PT:P,2022-Q1,14.3
Quarterly,RU,Russia,Private non-financial sector,Russia - Private non-financial sector,Q:RU:P,2022-Q1,15.8
Quarterly,SE,Sweden,Households & NPISHs,Sweden - Households and NPISHs,Q:SE:H,2022-Q1,12.2
Quarterly,SE,Sweden,Non-financial corporations,Sweden - Non-financial corporations,Q:SE:N,2022-Q1,46.1
Quarterly,SE,Sweden,Private non-financial sector,Sweden - Private non-financial sector,Q:SE:P,2022-Q1,25.0
Quarterly,TH,Thailand,Private non-financial sector,Thailand - Private non-financial sector,Q:TH:P,2022-Q1,14.4
Quarterly,TR,Turkey,Private non-financial sector,Turkey - Private non-financial sector,Q:TR:P,2022-Q1,21.2
Quarterly,US,United States,Households & NPISHs,United States - Households and NPISHs,Q:US:H,2022-Q1,7.4
Quarterly,US,United States,Non-financial corporations,United States - Non-financial corporations,Q:US:N,2022-Q1,40.1
Quarterly,US,United States,Private non-financial sector,United States - Private non-financial sector,Q:US:P,2022-Q1,13.9
Quarterly,ZA,South Africa,Private non-financial sector,South Africa - Private non-financial sector,Q:ZA:P,2022-Q1,6.8
Quarterly,AU,Australia,Households & NPISHs,Australia - Households and NPISHs,Q:AU:H,2022-Q2,13.7
Quarterly,AU,Australia,Non-financial corporations,Australia - Non-financial corporations,Q:AU:N,2022-Q2,33.4
Quarterly,AU,Australia,Private non-financial sector,Australia - Private non-financial sector,Q:AU:P,2022-Q2,17.7
Quarterly,BE,Belgium,Households & NPISHs,Belgium - Households and NPISHs,Q:BE:H,2022-Q2,7.3
Quarterly,BE,Belgium,Non-financial corporations,Belgium - Non-financial corporations,Q:BE:N,2022-Q2,44.5
Quarterly,BE,Belgium,Private non-financial sector,Belgium - Private non-financial sector,Q:BE:P,2022-Q2,19.0
Quarterly,BR,Brazil,Private non-financial sector,Brazil - Private non-financial sector,Q:BR:P,2022-Q2,23.7
Quarterly,CA,Canada,Households & NPISHs,Canada - Households and NPISHs,Q:CA:H,2022-Q2,13.0
Quarterly,CA,Canada,Non-financial corporations,Canada - Non-financial corporations,Q:CA:N,2022-Q2,49.1
Quarterly,CA,Canada,Private non-financial sector,Canada - Private non-financial sector,Q:CA:P,2022-Q2,22.4
Quarterly,CH,Switzerland,Private non-financial sector,Switzerland - Private non-financial sector,Q:CH:P,2022-Q2,20.5
Quarterly,CN,China,Private non-financial sector,China - Private non-financial sector,Q:CN:P,2022-Q2,20.6
Quarterly,CZ,Czechia,Private non-financial sector,Czechia - Private non-financial sector,Q:CZ:P,2022-Q2,8.0
Quarterly,DE,Germany,Households & NPISHs,Germany - Households and NPISHs,Q:DE:H,2022-Q2,6.1
Quarterly,DE,Germany,Non-financial corporations,Germany - Non-financial corporations,Q:DE:N,2022-Q2,24.8
Quarterly,DE,Germany,Private non-financial sector,Germany - Private non-financial sector,Q:DE:P,2022-Q2,11.1
Quarterly,DK,Denmark,Households & NPISHs,Denmark - Households and NPISHs,Q:DK:H,2022-Q2,12.4
Quarterly,DK,Denmark,Non-financial corporations,Denmark - Non-financial corporations,Q:DK:N,2022-Q2,37.1
Quarterly,DK,Denmark,Private non-financial sector,Denmark - Private non-financial sector,Q:DK:P,2022-Q2,22.0
Quarterly,ES,Spain,Households & NPISHs,Spain - Households and NPISHs,Q:ES:H,2022-Q2,5.8
Quarterly,ES,Spain,Non-financial corporations,Spain - Non-financial corporations,Q:ES:N,2022-Q2,37.5
Quarterly,ES,Spain,Private non-financial sector,Spain - Private non-financial sector,Q:ES:P,2022-Q2,13.7
Quarterly,FI,Finland,Households & NPISHs,Finland - Households and NPISHs,Q:FI:H,2022-Q2,7.3
Quarterly,FI,Finland,Non-financial corporations,Finland - Non-financial corporations,Q:FI:N,2022-Q2,33.3
Quarterly,FI,Finland,Private non-financial sector,Finland - Private non-financial sector,Q:FI:P,2022-Q2,16.2
Quarterly,FR,France,Households & NPISHs,France - Households and NPISHs,Q:FR:H,2022-Q2,6.6
Quarterly,FR,France,Non-financial corporations,France - Non-financial corporations,Q:FR:N,2022-Q2,57.4
Quarterly,FR,France,Private non-financial sector,France - Private non-financial sector,Q:FR:P,2022-Q2,20.6
Quarterly,GB,United Kingdom,Households & NPISHs,United Kingdom - Households and NPISHs,Q:GB:H,2022-Q2,8.5
Quarterly,GB,United Kingdom,Non-financial corporations,United Kingdom - Non-financial corporations,Q:GB:N,2022-Q2,31.9
Quarterly,GB,United Kingdom,Private non-financial sector,United Kingdom - Private non-financial sector,Q:GB:P,2022-Q2,13.3
Quarterly,HK,Hong Kong SAR,Private non-financial sector,Hong Kong SAR - Private non-financial sector,Q:HK:P,2022-Q2,32.9
Quarterly,HU,Hungary,Private non-financial sector,Hungary - Private non-financial sector,Q:HU:P,2022-Q2,10.3
Quarterly,ID,Indonesia,Private non-financial sector,Indonesia - Private non-financial sector,Q:ID:P,2022-Q2,4.1
Quarterly,IN,India,Private non-financial sector,India - Private non-financial sector,Q:IN:P,2022-Q2,9.3
Quarterly,IT,Italy,Households & NPISHs,Italy - Households and NPISHs,Q:IT:H,2022-Q2,4.3
Quarterly,IT,Italy,Non-financial corporations,Italy - Non-financial corporations,Q:IT:N,2022-Q2,30.2
Quarterly,IT,Italy,Private non-financial sector,Italy - Private non-financial sector,Q:IT:P,2022-Q2,9.9
Quarterly,JP,Japan,Households & NPISHs,Japan - Households and NPISHs,Q:JP:H,2022-Q2,7.5
Quarterly,JP,Japan,Non-financial corporations,Japan - Non-financial corporations,Q:JP:N,2022-Q2,36.0
Quarterly,JP,Japan,Private non-financial sector,Japan - Private non-financial sector,Q:JP:P,2022-Q2,15.6
Quarterly,KR,Korea,Households & NPISHs,Korea - Households and NPISHs,Q:KR:H,2022-Q2,13.4
Quarterly,KR,Korea,Non-financial corporations,Korea - Non-financial corporations,Q:KR:N,2022-Q2,40.2
Quarterly,KR,Korea,Private non-financial sector,Korea - Private non-financial sector,Q:KR:P,2022-Q2,21.6
Quarterly,MX,Mexico,Private non-financial sector,Mexico - Private non-financial sector,Q:MX:P,2022-Q2,4.8
Quarterly,MY,Malaysia,Private non-financial sector,Malaysia - Private non-financial sector,Q:MY:P,2022-Q2,12.0
Quarterly,NL,Netherlands,Households & NPISHs,Netherlands - Households and NPISHs,Q:NL:H,2022-Q2,13.3
Quarterly,NL,Netherlands,Non-financial corporations,Netherlands - Non-financial corporations,Q:NL:N,2022-Q2,48.1
Quarterly,NL,Netherlands,Private non-financial sector,Netherlands - Private non-financial sector,Q:NL:P,2022-Q2,24.1
Quarterly,NO,Norway,Households & NPISHs,Norway - Households and NPISHs,Q:NO:H,2022-Q2,12.7
Quarterly,NO,Norway,Non-financial corporations,Norway - Non-financial corporations,Q:NO:N,2022-Q2,45.2
Quarterly,NO,Norway,Private non-financial sector,Norway - Private non-financial sector,Q:NO:P,2022-Q2,23.9
Quarterly,PL,Poland,Private non-financial sector,Poland - Private non-financial sector,Q:PL:P,2022-Q2,6.6
Quarterly,PT,Portugal,Households & NPISHs,Portugal - Households and NPISHs,Q:PT:H,2022-Q2,6.1
Quarterly,PT,Portugal,Non-financial corporations,Portugal - Non-financial corporations,Q:PT:N,2022-Q2,44.2
Quarterly,PT,Portugal,Private non-financial sector,Portugal - Private non-financial sector,Q:PT:P,2022-Q2,14.3
Quarterly,RU,Russia,Private non-financial sector,Russia - Private non-financial sector,Q:RU:P,2022-Q2,14.4
Quarterly,SE,Sweden,Households & NPISHs,Sweden - Households and NPISHs,Q:SE:H,2022-Q2,12.2
Quarterly,SE,Sweden,Non-financial corporations,Sweden - Non-financial corporations,Q:SE:N,2022-Q2,46.2
Quarterly,SE,Sweden,Private non-financial sector,Sweden - Private non-financial sector,Q:SE:P,2022-Q2,24.8
Quarterly,TH,Thailand,Private non-financial sector,Thailand - Private non-financial sector,Q:TH:P,2022-Q2,14.3
Quarterly,TR,Turkey,Private non-financial sector,Turkey - Private non-financial sector,Q:TR:P,2022-Q2,19.9
Quarterly,US,United States,Households & NPISHs,United States - Households and NPISHs,Q:US:H,2022-Q2,7.6
Quarterly,US,United States,Non-financial corporations,United States - Non-financial corporations,Q:US:N,2022-Q2,40.0
Quarterly,US,United States,Private non-financial sector,United States - Private non-financial sector,Q:US:P,2022-Q2,14.1
Quarterly,ZA,South Africa,Private non-financial sector,South Africa - Private non-financial sector,Q:ZA:P,2022-Q2,6.9
Quarterly,AU,Australia,Households & NPISHs,Australia - Households and NPISHs,Q:AU:H,2022-Q3,14.9
Quarterly,AU,Australia,Non-financial corporations,Australia - Non-financial corporations,Q:AU:N,2022-Q3,34.4
Quarterly,AU,Australia,Private non-financial sector,Australia - Private non-financial sector,Q:AU:P,2022-Q3,19.0
Quarterly,BE,Belgium,Households & NPISHs,Belgium - Households and NPISHs,Q:BE:H,2022-Q3,7.3
Quarterly,BE,Belgium,Non-financial corporations,Belgium - Non-financial corporations,Q:BE:N,2022-Q3,43.5
Quarterly,BE,Belgium,Private non-financial sector,Belgium - Private non-financial sector,Q:BE:P,2022-Q3,18.9
Quarterly,BR,Brazil,Private non-financial sector,Brazil - Private non-financial sector,Q:BR:P,2022-Q3,25.1
Quarterly,CA,Canada,Households & NPISHs,Canada - Households and NPISHs,Q:CA:H,2022-Q3,13.5
Quarterly,CA,Canada,Non-financial corporations,Canada - Non-financial corporations,Q:CA:N,2022-Q3,47.8
Quarterly,CA,Canada,Private non-financial sector,Canada - Private non-financial sector,Q:CA:P,2022-Q3,22.4
Quarterly,CH,Switzerland,Private non-financial sector,Switzerland - Private non-financial sector,Q:CH:P,2022-Q3,20.4
Quarterly,CN,China,Private non-financial sector,China - Private non-financial sector,Q:CN:P,2022-Q3,20.6
Quarterly,CZ,Czechia,Private non-financial sector,Czechia - Private non-financial sector,Q:CZ:P,2022-Q3,8.6
Quarterly,DE,Germany,Households & NPISHs,Germany - Households and NPISHs,Q:DE:H,2022-Q3,6.0
Quarterly,DE,Germany,Non-financial corporations,Germany - Non-financial corporations,Q:DE:N,2022-Q3,25.3
Quarterly,DE,Germany,Private non-financial sector,Germany - Private non-financial sector,Q:DE:P,2022-Q3,11.2
Quarterly,DK,Denmark,Households & NPISHs,Denmark - Households and NPISHs,Q:DK:H,2022-Q3,12.0
Quarterly,DK,Denmark,Non-financial corporations,Denmark - Non-financial corporations,Q:DK:N,2022-Q3,35.6
Quarterly,DK,Denmark,Private non-financial sector,Denmark - Private non-financial sector,Q:DK:P,2022-Q3,21.5
Quarterly,ES,Spain,Households & NPISHs,Spain - Households and NPISHs,Q:ES:H,2022-Q3,5.7
Quarterly,ES,Spain,Non-financial corporations,Spain - Non-financial corporations,Q:ES:N,2022-Q3,36.5
Quarterly,ES,Spain,Private non-financial sector,Spain - Private non-financial sector,Q:ES:P,2022-Q3,13.6
Quarterly,FI,Finland,Households & NPISHs,Finland - Households and NPISHs,Q:FI:H,2022-Q3,7.5
Quarterly,FI,Finland,Non-financial corporations,Finland - Non-financial corporations,Q:FI:N,2022-Q3,32.9
Quarterly,FI,Finland,Private non-financial sector,Finland - Private non-financial sector,Q:FI:P,2022-Q3,16.2
Quarterly,FR,France,Households & NPISHs,France - Households and NPISHs,Q:FR:H,2022-Q3,6.5
Quarterly,FR,France,Non-financial corporations,France - Non-financial corporations,Q:FR:N,2022-Q3,57.8
Quarterly,FR,France,Private non-financial sector,France - Private non-financial sector,Q:FR:P,2022-Q3,20.5
Quarterly,GB,United Kingdom,Households & NPISHs,United Kingdom - Households and NPISHs,Q:GB:H,2022-Q3,8.5
Quarterly,GB,United Kingdom,Non-financial corporations,United Kingdom - Non-financial corporations,Q:GB:N,2022-Q3,32.2
Quarterly,GB,United Kingdom,Private non-financial sector,United Kingdom - Private non-financial sector,Q:GB:P,2022-Q3,13.5
Quarterly,HK,Hong Kong SAR,Private non-financial sector,Hong Kong SAR - Private non-financial sector,Q:HK:P,2022-Q3,32.7
Quarterly,HU,Hungary,Private non-financial sector,Hungary - Private non-financial sector,Q:HU:P,2022-Q3,11.9
Quarterly,ID,Indonesia,Private non-financial sector,Indonesia - Private non-financial sector,Q:ID:P,2022-Q3,4.0
Quarterly,IN,India,Private non-financial sector,India - Private non-financial sector,Q:IN:P,2022-Q3,9.4
Quarterly,IT,Italy,Households & NPISHs,Italy - Households and NPISHs,Q:IT:H,2022-Q3,4.4
Quarterly,IT,Italy,Non-financial corporations,Italy - Non-financial corporations,Q:IT:N,2022-Q3,30.8
Quarterly,IT,Italy,Private non-financial sector,Italy - Private non-financial sector,Q:IT:P,2022-Q3,10.1
Quarterly,JP,Japan,Households & NPISHs,Japan - Households and NPISHs,Q:JP:H,2022-Q3,7.5
Quarterly,JP,Japan,Non-financial corporations,Japan - Non-financial corporations,Q:JP:N,2022-Q3,36.2
Quarterly,JP,Japan,Private non-financial sector,Japan - Private non-financial sector,Q:JP:P,2022-Q3,15.6
Quarterly,KR,Korea,Households & NPISHs,Korea - Households and NPISHs,Q:KR:H,2022-Q3,13.7
Quarterly,KR,Korea,Non-financial corporations,Korea - Non-financial corporations,Q:KR:N,2022-Q3,41.5
Quarterly,KR,Korea,Private non-financial sector,Korea - Private non-financial sector,Q:KR:P,2022-Q3,22.3
Quarterly,MX,Mexico,Private non-financial sector,Mexico - Private non-financial sector,Q:MX:P,2022-Q3,4.9
Quarterly,MY,Malaysia,Private non-financial sector,Malaysia - Private non-financial sector,Q:MY:P,2022-Q3,11.5
Quarterly,NL,Netherlands,Households & NPISHs,Netherlands - Households and NPISHs,Q:NL:H,2022-Q3,13.0
Quarterly,NL,Netherlands,Non-financial corporations,Netherlands - Non-financial corporations,Q:NL:N,2022-Q3,49.1
Quarterly,NL,Netherlands,Private non-financial sector,Netherlands - Private non-financial sector,Q:NL:P,2022-Q3,24.2
Quarterly,NO,Norway,Households & NPISHs,Norway - Households and NPISHs,Q:NO:H,2022-Q3,12.3
Quarterly,NO,Norway,Non-financial corporations,Norway - Non-financial corporations,Q:NO:N,2022-Q3,43.6
Quarterly,NO,Norway,Private non-financial sector,Norway - Private non-financial sector,Q:NO:P,2022-Q3,23.3
Quarterly,PL,Poland,Private non-financial sector,Poland - Private non-financial sector,Q:PL:P,2022-Q3,7.0
Quarterly,PT,Portugal,Households & NPISHs,Portugal - Households and NPISHs,Q:PT:H,2022-Q3,6.3
Quarterly,PT,Portugal,Non-financial corporations,Portugal - Non-financial corporations,Q:PT:N,2022-Q3,44.2
Quarterly,PT,Portugal,Private non-financial sector,Portugal - Private non-financial sector,Q:PT:P,2022-Q3,14.4
Quarterly,RU,Russia,Private non-financial sector,Russia - Private non-financial sector,Q:RU:P,2022-Q3,12.5
Quarterly,SE,Sweden,Households & NPISHs,Sweden - Households and NPISHs,Q:SE:H,2022-Q3,12.4
Quarterly,SE,Sweden,Non-financial corporations,Sweden - Non-financial corporations,Q:SE:N,2022-Q3,47.9
Quarterly,SE,Sweden,Private non-financial sector,Sweden - Private non-financial sector,Q:SE:P,2022-Q3,25.6
Quarterly,TH,Thailand,Private non-financial sector,Thailand - Private non-financial sector,Q:TH:P,2022-Q3,14.2
Quarterly,TR,Turkey,Private non-financial sector,Turkey - Private non-financial sector,Q:TR:P,2022-Q3,19.6
Quarterly,US,United States,Households & NPISHs,United States - Households and NPISHs,Q:US:H,2022-Q3,7.7
Quarterly,US,United States,Non-financial corporations,United States - Non-financial corporations,Q:US:N,2022-Q3,40.1
Quarterly,US,United States,Private non-financial sector,United States - Private non-financial sector,Q:US:P,2022-Q3,14.4
