Frequency,REF_AREA,Reference area,VALUE,Value,Unit of measure,Series,Quarterly_per_year,Property_price_rate
Quarterly,5R,Advanced economies,N,Nominal,"Year-on-year changes, in per cent",Q:5R:N:771,2018-Q4,3.8755
Quarterly,5R,Advanced economies,R,Real,"Year-on-year changes, in per cent",Q:5R:R:771,2018-Q4,1.9053
Quarterly,AE,United Arab Emirates,N,Nominal,"Year-on-year changes, in per cent",Q:AE:N:771,2018-Q4,-8.9024
Quarterly,AE,United Arab Emirates,R,Real,"Year-on-year changes, in per cent",Q:AE:R:771,2018-Q4,-9.8928
Quarterly,AT,Austria,N,Nominal,"Year-on-year changes, in per cent",Q:AT:N:771,2018-Q4,7.3957
Quarterly,AT,Austria,R,Real,"Year-on-year changes, in per cent",Q:AT:R:771,2018-Q4,5.2061
Quarterly,AU,Australia,N,Nominal,"Year-on-year changes, in per cent",Q:AU:N:771,2018-Q4,-5.1491
Quarterly,AU,Australia,R,Real,"Year-on-year changes, in per cent",Q:AU:R:771,2018-Q4,-6.8116
Quarterly,BE,Belgium,N,Nominal,"Year-on-year changes, in per cent",Q:BE:N:771,2018-Q4,2.5179
Quarterly,BE,Belgium,R,Real,"Year-on-year changes, in per cent",Q:BE:R:771,2018-Q4,-0.1002
Quarterly,BG,Bulgaria,N,Nominal,"Year-on-year changes, in per cent",Q:BG:N:771,2018-Q4,5.5384
Quarterly,BG,Bulgaria,R,Real,"Year-on-year changes, in per cent",Q:BG:R:771,2018-Q4,2.3217
Quarterly,BR,Brazil,N,Nominal,"Year-on-year changes, in per cent",Q:BR:N:771,2018-Q4,1.4649
Quarterly,BR,Brazil,R,Real,"Year-on-year changes, in per cent",Q:BR:R:771,2018-Q4,-2.5455
Quarterly,CA,Canada,N,Nominal,"Year-on-year changes, in per cent",Q:CA:N:771,2018-Q4,1.7682
Quarterly,CA,Canada,R,Real,"Year-on-year changes, in per cent",Q:CA:R:771,2018-Q4,-0.2621
Quarterly,CH,Switzerland,N,Nominal,"Year-on-year changes, in per cent",Q:CH:N:771,2018-Q4,2.5864
Quarterly,CH,Switzerland,R,Real,"Year-on-year changes, in per cent",Q:CH:R:771,2018-Q4,1.6645
Quarterly,CL,Chile,N,Nominal,"Year-on-year changes, in per cent",Q:CL:N:771,2018-Q4,9.7643
Quarterly,CL,Chile,R,Real,"Year-on-year changes, in per cent",Q:CL:R:771,2018-Q4,7.0403
Quarterly,CN,China,N,Nominal,"Year-on-year changes, in per cent",Q:CN:N:771,2018-Q4,7.2033
Quarterly,CN,China,R,Real,"Year-on-year changes, in per cent",Q:CN:R:771,2018-Q4,4.9979
Quarterly,CO,Colombia,N,Nominal,"Year-on-year changes, in per cent",Q:CO:N:771,2018-Q4,3.7089
Quarterly,CO,Colombia,R,Real,"Year-on-year changes, in per cent",Q:CO:R:771,2018-Q4,0.4349
Quarterly,CY,Cyprus,N,Nominal,"Year-on-year changes, in per cent",Q:CY:N:771,2018-Q4,2.5133
Quarterly,CY,Cyprus,R,Real,"Year-on-year changes, in per cent",Q:CY:R:771,2018-Q4,0.0671
Quarterly,CZ,Czechia,N,Nominal,"Year-on-year changes, in per cent",Q:CZ:N:771,2018-Q4,9.8937
Quarterly,CZ,Czechia,R,Real,"Year-on-year changes, in per cent",Q:CZ:R:771,2018-Q4,7.6467
Quarterly,DE,Germany,N,Nominal,"Year-on-year changes, in per cent",Q:DE:N:771,2018-Q4,6.2591
Quarterly,DE,Germany,R,Real,"Year-on-year changes, in per cent",Q:DE:R:771,2018-Q4,4.1902
Quarterly,DK,Denmark,N,Nominal,"Year-on-year changes, in per cent",Q:DK:N:771,2018-Q4,3.2757
Quarterly,DK,Denmark,R,Real,"Year-on-year changes, in per cent",Q:DK:R:771,2018-Q4,2.4689
Quarterly,EE,Estonia,N,Nominal,"Year-on-year changes, in per cent",Q:EE:N:771,2018-Q4,5.687
Quarterly,EE,Estonia,R,Real,"Year-on-year changes, in per cent",Q:EE:R:771,2018-Q4,1.8906
Quarterly,ES,Spain,N,Nominal,"Year-on-year changes, in per cent",Q:ES:N:771,2018-Q4,6.6849
Quarterly,ES,Spain,R,Real,"Year-on-year changes, in per cent",Q:ES:R:771,2018-Q4,4.8915
Quarterly,FI,Finland,N,Nominal,"Year-on-year changes, in per cent",Q:FI:N:771,2018-Q4,1.0774
Quarterly,FI,Finland,R,Real,"Year-on-year changes, in per cent",Q:FI:R:771,2018-Q4,-0.2435
Quarterly,FR,France,N,Nominal,"Year-on-year changes, in per cent",Q:FR:N:771,2018-Q4,3.2319
Quarterly,FR,France,R,Real,"Year-on-year changes, in per cent",Q:FR:R:771,2018-Q4,1.3108
Quarterly,GB,United Kingdom,N,Nominal,"Year-on-year changes, in per cent",Q:GB:N:771,2018-Q4,2.3729
Quarterly,GB,United Kingdom,R,Real,"Year-on-year changes, in per cent",Q:GB:R:771,2018-Q4,0.1071
Quarterly,GR,Greece,N,Nominal,"Year-on-year changes, in per cent",Q:GR:N:771,2018-Q4,3.1991
Quarterly,GR,Greece,R,Real,"Year-on-year changes, in per cent",Q:GR:R:771,2018-Q4,2.0712
Quarterly,HK,Hong Kong SAR,N,Nominal,"Year-on-year changes, in per cent",Q:HK:N:771,2018-Q4,5.8232
Quarterly,HK,Hong Kong SAR,R,Real,"Year-on-year changes, in per cent",Q:HK:R:771,2018-Q4,3.1857
Quarterly,HR,Croatia,N,Nominal,"Year-on-year changes, in per cent",Q:HR:N:771,2018-Q4,4.6083
Quarterly,HR,Croatia,R,Real,"Year-on-year changes, in per cent",Q:HR:R:771,2018-Q4,3.3105
Quarterly,HU,Hungary,N,Nominal,"Year-on-year changes, in per cent",Q:HU:N:771,2018-Q4,15.4166
Quarterly,HU,Hungary,R,Real,"Year-on-year changes, in per cent",Q:HU:R:771,2018-Q4,11.8146
Quarterly,ID,Indonesia,N,Nominal,"Year-on-year changes, in per cent",Q:ID:N:771,2018-Q4,2.6918
Quarterly,ID,Indonesia,R,Real,"Year-on-year changes, in per cent",Q:ID:R:771,2018-Q4,-0.4666
Quarterly,IE,Ireland,N,Nominal,"Year-on-year changes, in per cent",Q:IE:N:771,2018-Q4,7.2522
Quarterly,IE,Ireland,R,Real,"Year-on-year changes, in per cent",Q:IE:R:771,2018-Q4,6.4755
Quarterly,IL,Israel,N,Nominal,"Year-on-year changes, in per cent",Q:IL:N:771,2018-Q4,-1.4746
Quarterly,IL,Israel,R,Real,"Year-on-year changes, in per cent",Q:IL:R:771,2018-Q4,-2.5098
Quarterly,IN,India,N,Nominal,"Year-on-year changes, in per cent",Q:IN:N:771,2018-Q4,5.134
Quarterly,IN,India,R,Real,"Year-on-year changes, in per cent",Q:IN:R:771,2018-Q4,2.4657
Quarterly,IS,Iceland,N,Nominal,"Year-on-year changes, in per cent",Q:IS:N:771,2018-Q4,6.8962
Quarterly,IS,Iceland,R,Real,"Year-on-year changes, in per cent",Q:IS:R:771,2018-Q4,3.505
Quarterly,IT,Italy,N,Nominal,"Year-on-year changes, in per cent",Q:IT:N:771,2018-Q4,-0.5061
Quarterly,IT,Italy,R,Real,"Year-on-year changes, in per cent",Q:IT:R:771,2018-Q4,-1.8983
Quarterly,JP,Japan,N,Nominal,"Year-on-year changes, in per cent",Q:JP:N:771,2018-Q4,2.5138
Quarterly,JP,Japan,R,Real,"Year-on-year changes, in per cent",Q:JP:R:771,2018-Q4,1.625
Quarterly,KR,Korea,N,Nominal,"Year-on-year changes, in per cent",Q:KR:N:771,2018-Q4,3.2342
Quarterly,KR,Korea,R,Real,"Year-on-year changes, in per cent",Q:KR:R:771,2018-Q4,1.4221
Quarterly,LT,Lithuania,N,Nominal,"Year-on-year changes, in per cent",Q:LT:N:771,2018-Q4,7.397
Quarterly,LT,Lithuania,R,Real,"Year-on-year changes, in per cent",Q:LT:R:771,2018-Q4,4.8273
Quarterly,LU,Luxembourg,N,Nominal,"Year-on-year changes, in per cent",Q:LU:N:771,2018-Q4,9.163
Quarterly,LU,Luxembourg,R,Real,"Year-on-year changes, in per cent",Q:LU:R:771,2018-Q4,6.9774
Quarterly,LV,Latvia,N,Nominal,"Year-on-year changes, in per cent",Q:LV:N:771,2018-Q4,11.0634
Quarterly,LV,Latvia,R,Real,"Year-on-year changes, in per cent",Q:LV:R:771,2018-Q4,7.9327
Quarterly,MA,Morocco,N,Nominal,"Year-on-year changes, in per cent",Q:MA:N:771,2018-Q4,1.0489
Quarterly,MA,Morocco,R,Real,"Year-on-year changes, in per cent",Q:MA:R:771,2018-Q4,-0.0441
Quarterly,MK,North Macedonia,N,Nominal,"Year-on-year changes, in per cent",Q:MK:N:771,2018-Q4,1.9272
Quarterly,MK,North Macedonia,R,Real,"Year-on-year changes, in per cent",Q:MK:R:771,2018-Q4,0.785
Quarterly,MT,Malta,N,Nominal,"Year-on-year changes, in per cent",Q:MT:N:771,2018-Q4,6.1671
Quarterly,MT,Malta,R,Real,"Year-on-year changes, in per cent",Q:MT:R:771,2018-Q4,4.5338
Quarterly,MX,Mexico,N,Nominal,"Year-on-year changes, in per cent",Q:MX:N:771,2018-Q4,9.316
Quarterly,MX,Mexico,R,Real,"Year-on-year changes, in per cent",Q:MX:R:771,2018-Q4,4.2926
Quarterly,MY,Malaysia,N,Nominal,"Year-on-year changes, in per cent",Q:MY:N:771,2018-Q4,2.5197
Quarterly,MY,Malaysia,R,Real,"Year-on-year changes, in per cent",Q:MY:R:771,2018-Q4,2.2088
Quarterly,NL,Netherlands,N,Nominal,"Year-on-year changes, in per cent",Q:NL:N:771,2018-Q4,9.1213
Quarterly,NL,Netherlands,R,Real,"Year-on-year changes, in per cent",Q:NL:R:771,2018-Q4,6.9484
Quarterly,NO,Norway,N,Nominal,"Year-on-year changes, in per cent",Q:NO:N:771,2018-Q4,2.2748
Quarterly,NO,Norway,R,Real,"Year-on-year changes, in per cent",Q:NO:R:771,2018-Q4,-1.0525
Quarterly,NZ,New Zealand,N,Nominal,"Year-on-year changes, in per cent",Q:NZ:N:771,2018-Q4,3.317
Quarterly,NZ,New Zealand,R,Real,"Year-on-year changes, in per cent",Q:NZ:R:771,2018-Q4,1.4018
Quarterly,PE,Peru,N,Nominal,"Year-on-year changes, in per cent",Q:PE:N:771,2018-Q4,1.5335
Quarterly,PE,Peru,R,Real,"Year-on-year changes, in per cent",Q:PE:R:771,2018-Q4,-0.5225
Quarterly,PH,Philippines,N,Nominal,"Year-on-year changes, in per cent",Q:PH:N:771,2018-Q4,0.4996
Quarterly,PH,Philippines,R,Real,"Year-on-year changes, in per cent",Q:PH:R:771,2018-Q4,-5.2207
Quarterly,PL,Poland,N,Nominal,"Year-on-year changes, in per cent",Q:PL:N:771,2018-Q4,7.6487
Quarterly,PL,Poland,R,Real,"Year-on-year changes, in per cent",Q:PL:R:771,2018-Q4,6.0539
Quarterly,PT,Portugal,N,Nominal,"Year-on-year changes, in per cent",Q:PT:N:771,2018-Q4,9.3177
Quarterly,PT,Portugal,R,Real,"Year-on-year changes, in per cent",Q:PT:R:771,2018-Q4,8.4209
Quarterly,RO,Romania,N,Nominal,"Year-on-year changes, in per cent",Q:RO:N:771,2018-Q4,5.2631
Quarterly,RO,Romania,R,Real,"Year-on-year changes, in per cent",Q:RO:R:771,2018-Q4,1.5758
Quarterly,RS,Serbia,N,Nominal,"Year-on-year changes, in per cent",Q:RS:N:771,2018-Q4,7.1589
Quarterly,RS,Serbia,R,Real,"Year-on-year changes, in per cent",Q:RS:R:771,2018-Q4,4.9831
Quarterly,RU,Russia,N,Nominal,"Year-on-year changes, in per cent",Q:RU:N:771,2018-Q4,4.9169
Quarterly,RU,Russia,R,Real,"Year-on-year changes, in per cent",Q:RU:R:771,2018-Q4,1.0009
Quarterly,SE,Sweden,N,Nominal,"Year-on-year changes, in per cent",Q:SE:N:771,2018-Q4,0.7236
Quarterly,SE,Sweden,R,Real,"Year-on-year changes, in per cent",Q:SE:R:771,2018-Q4,-1.3395
Quarterly,SG,Singapore,N,Nominal,"Year-on-year changes, in per cent",Q:SG:N:771,2018-Q4,7.8587
Quarterly,SG,Singapore,R,Real,"Year-on-year changes, in per cent",Q:SG:R:771,2018-Q4,7.3366
Quarterly,SI,Slovenia,N,Nominal,"Year-on-year changes, in per cent",Q:SI:N:771,2018-Q4,8.27
Quarterly,SI,Slovenia,R,Real,"Year-on-year changes, in per cent",Q:SI:R:771,2018-Q4,6.2609
Quarterly,SK,Slovak Republic,N,Nominal,"Year-on-year changes, in per cent",Q:SK:N:771,2018-Q4,6.8334
Quarterly,SK,Slovak Republic,R,Real,"Year-on-year changes, in per cent",Q:SK:R:771,2018-Q4,4.569
Quarterly,TH,Thailand,N,Nominal,"Year-on-year changes, in per cent",Q:TH:N:771,2018-Q4,3.2885
Quarterly,TH,Thailand,R,Real,"Year-on-year changes, in per cent",Q:TH:R:771,2018-Q4,2.4244
Quarterly,TR,Turkey,N,Nominal,"Year-on-year changes, in per cent",Q:TR:N:771,2018-Q4,4.4487
Quarterly,TR,Turkey,R,Real,"Year-on-year changes, in per cent",Q:TR:R:771,2018-Q4,-14.6439
Quarterly,US,United States,N,Nominal,"Year-on-year changes, in per cent",Q:US:N:771,2018-Q4,4.6776
Quarterly,US,United States,R,Real,"Year-on-year changes, in per cent",Q:US:R:771,2018-Q4,2.4211
Quarterly,XM,Euro area,N,Nominal,"Year-on-year changes, in per cent",Q:XM:N:771,2018-Q4,4.7875
Quarterly,XM,Euro area,R,Real,"Year-on-year changes, in per cent",Q:XM:R:771,2018-Q4,2.8246
Quarterly,XW,World,N,Nominal,"Year-on-year changes, in per cent",Q:XW:N:771,2018-Q4,4.8223
Quarterly,XW,World,R,Real,"Year-on-year changes, in per cent",Q:XW:R:771,2018-Q4,2.0807
Quarterly,ZA,South Africa,N,Nominal,"Year-on-year changes, in per cent",Q:ZA:N:771,2018-Q4,4.04
Quarterly,ZA,South Africa,R,Real,"Year-on-year changes, in per cent",Q:ZA:R:771,2018-Q4,-0.8394
Quarterly,4T,Emerging market economies (aggregate),N,Nominal,"Year-on-year changes, in per cent",Q:4T:N:771,2019-Q1,5.6255
Quarterly,4T,Emerging market economies (aggregate),R,Real,"Year-on-year changes, in per cent",Q:4T:R:771,2019-Q1,2.5618
Quarterly,5R,Advanced economies,N,Nominal,"Year-on-year changes, in per cent",Q:5R:N:771,2019-Q1,3.172
Quarterly,5R,Advanced economies,R,Real,"Year-on-year changes, in per cent",Q:5R:R:771,2019-Q1,1.7165
Quarterly,AE,United Arab Emirates,N,Nominal,"Year-on-year changes, in per cent",Q:AE:N:771,2019-Q1,-7.3284
Quarterly,AE,United Arab Emirates,R,Real,"Year-on-year changes, in per cent",Q:AE:R:771,2019-Q1,-4.9849
Quarterly,AT,Austria,N,Nominal,"Year-on-year changes, in per cent",Q:AT:N:771,2019-Q1,4.9389
Quarterly,AT,Austria,R,Real,"Year-on-year changes, in per cent",Q:AT:R:771,2019-Q1,3.1506
Quarterly,AU,Australia,N,Nominal,"Year-on-year changes, in per cent",Q:AU:N:771,2019-Q1,-7.367
Quarterly,AU,Australia,R,Real,"Year-on-year changes, in per cent",Q:AU:R:771,2019-Q1,-8.5848
Quarterly,BE,Belgium,N,Nominal,"Year-on-year changes, in per cent",Q:BE:N:771,2019-Q1,3.5943
Quarterly,BE,Belgium,R,Real,"Year-on-year changes, in per cent",Q:BE:R:771,2019-Q1,1.4018
Quarterly,BG,Bulgaria,N,Nominal,"Year-on-year changes, in per cent",Q:BG:N:771,2019-Q1,7.2938
Quarterly,BG,Bulgaria,R,Real,"Year-on-year changes, in per cent",Q:BG:R:771,2019-Q1,3.882
Quarterly,BR,Brazil,N,Nominal,"Year-on-year changes, in per cent",Q:BR:N:771,2019-Q1,2.1376
Quarterly,BR,Brazil,R,Real,"Year-on-year changes, in per cent",Q:BR:R:771,2019-Q1,-1.8674
Quarterly,CA,Canada,N,Nominal,"Year-on-year changes, in per cent",Q:CA:N:771,2019-Q1,0.5854
Quarterly,CA,Canada,R,Real,"Year-on-year changes, in per cent",Q:CA:R:771,2019-Q1,-1.01
Quarterly,CH,Switzerland,N,Nominal,"Year-on-year changes, in per cent",Q:CH:N:771,2019-Q1,3.459
Quarterly,CH,Switzerland,R,Real,"Year-on-year changes, in per cent",Q:CH:R:771,2019-Q1,2.8186
Quarterly,CL,Chile,N,Nominal,"Year-on-year changes, in per cent",Q:CL:N:771,2019-Q1,9.4887
Quarterly,CL,Chile,R,Real,"Year-on-year changes, in per cent",Q:CL:R:771,2019-Q1,7.5109
Quarterly,CN,China,N,Nominal,"Year-on-year changes, in per cent",Q:CN:N:771,2019-Q1,7.5963
Quarterly,CN,China,R,Real,"Year-on-year changes, in per cent",Q:CN:R:771,2019-Q1,5.6963
Quarterly,CO,Colombia,N,Nominal,"Year-on-year changes, in per cent",Q:CO:N:771,2019-Q1,5.9611
Quarterly,CO,Colombia,R,Real,"Year-on-year changes, in per cent",Q:CO:R:771,2019-Q1,2.7467
Quarterly,CY,Cyprus,N,Nominal,"Year-on-year changes, in per cent",Q:CY:N:771,2019-Q1,2.6592
Quarterly,CY,Cyprus,R,Real,"Year-on-year changes, in per cent",Q:CY:R:771,2019-Q1,1.1133
Quarterly,CZ,Czechia,N,Nominal,"Year-on-year changes, in per cent",Q:CZ:N:771,2019-Q1,9.76
Quarterly,CZ,Czechia,R,Real,"Year-on-year changes, in per cent",Q:CZ:R:771,2019-Q1,6.8618
Quarterly,DE,Germany,N,Nominal,"Year-on-year changes, in per cent",Q:DE:N:771,2019-Q1,5.3391
Quarterly,DE,Germany,R,Real,"Year-on-year changes, in per cent",Q:DE:R:771,2019-Q1,3.9183
Quarterly,DK,Denmark,N,Nominal,"Year-on-year changes, in per cent",Q:DK:N:771,2019-Q1,2.8369
Quarterly,DK,Denmark,R,Real,"Year-on-year changes, in per cent",Q:DK:R:771,2019-Q1,1.6349
Quarterly,EE,Estonia,N,Nominal,"Year-on-year changes, in per cent",Q:EE:N:771,2019-Q1,5.9378
Quarterly,EE,Estonia,R,Real,"Year-on-year changes, in per cent",Q:EE:R:771,2019-Q1,3.5451
Quarterly,ES,Spain,N,Nominal,"Year-on-year changes, in per cent",Q:ES:N:771,2019-Q1,6.8894
Quarterly,ES,Spain,R,Real,"Year-on-year changes, in per cent",Q:ES:R:771,2019-Q1,5.6887
Quarterly,FI,Finland,N,Nominal,"Year-on-year changes, in per cent",Q:FI:N:771,2019-Q1,0.3895
Quarterly,FI,Finland,R,Real,"Year-on-year changes, in per cent",Q:FI:R:771,2019-Q1,-0.7579
Quarterly,FR,France,N,Nominal,"Year-on-year changes, in per cent",Q:FR:N:771,2019-Q1,2.9384
Quarterly,FR,France,R,Real,"Year-on-year changes, in per cent",Q:FR:R:771,2019-Q1,1.6963
Quarterly,GB,United Kingdom,N,Nominal,"Year-on-year changes, in per cent",Q:GB:N:771,2019-Q1,1.3582
Quarterly,GB,United Kingdom,R,Real,"Year-on-year changes, in per cent",Q:GB:R:771,2019-Q1,-0.4783
Quarterly,GR,Greece,N,Nominal,"Year-on-year changes, in per cent",Q:GR:N:771,2019-Q1,5.4974
Quarterly,GR,Greece,R,Real,"Year-on-year changes, in per cent",Q:GR:R:771,2019-Q1,4.7999
Quarterly,HK,Hong Kong SAR,N,Nominal,"Year-on-year changes, in per cent",Q:HK:N:771,2019-Q1,1.2627
Quarterly,HK,Hong Kong SAR,R,Real,"Year-on-year changes, in per cent",Q:HK:R:771,2019-Q1,-0.9006
Quarterly,HR,Croatia,N,Nominal,"Year-on-year changes, in per cent",Q:HR:N:771,2019-Q1,7.4954
Quarterly,HR,Croatia,R,Real,"Year-on-year changes, in per cent",Q:HR:R:771,2019-Q1,6.8929
Quarterly,HU,Hungary,N,Nominal,"Year-on-year changes, in per cent",Q:HU:N:771,2019-Q1,19.0476
Quarterly,HU,Hungary,R,Real,"Year-on-year changes, in per cent",Q:HU:R:771,2019-Q1,15.3891
Quarterly,ID,Indonesia,N,Nominal,"Year-on-year changes, in per cent",Q:ID:N:771,2019-Q1,1.6311
Quarterly,ID,Indonesia,R,Real,"Year-on-year changes, in per cent",Q:ID:R:771,2019-Q1,-0.9682
Quarterly,IE,Ireland,N,Nominal,"Year-on-year changes, in per cent",Q:IE:N:771,2019-Q1,4.4474
Quarterly,IE,Ireland,R,Real,"Year-on-year changes, in per cent",Q:IE:R:771,2019-Q1,3.6217
Quarterly,IL,Israel,N,Nominal,"Year-on-year changes, in per cent",Q:IL:N:771,2019-Q1,0.8205
Quarterly,IL,Israel,R,Real,"Year-on-year changes, in per cent",Q:IL:R:771,2019-Q1,-0.443
Quarterly,IN,India,N,Nominal,"Year-on-year changes, in per cent",Q:IN:N:771,2019-Q1,3.6286
Quarterly,IN,India,R,Real,"Year-on-year changes, in per cent",Q:IN:R:771,2019-Q1,1.136
Quarterly,IS,Iceland,N,Nominal,"Year-on-year changes, in per cent",Q:IS:N:771,2019-Q1,4.3766
Quarterly,IS,Iceland,R,Real,"Year-on-year changes, in per cent",Q:IS:R:771,2019-Q1,1.2308
Quarterly,IT,Italy,N,Nominal,"Year-on-year changes, in per cent",Q:IT:N:771,2019-Q1,-0.9128
Quarterly,IT,Italy,R,Real,"Year-on-year changes, in per cent",Q:IT:R:771,2019-Q1,-1.8467
Quarterly,JP,Japan,N,Nominal,"Year-on-year changes, in per cent",Q:JP:N:771,2019-Q1,2.3104
Quarterly,JP,Japan,R,Real,"Year-on-year changes, in per cent",Q:JP:R:771,2019-Q1,2.0026
Quarterly,KR,Korea,N,Nominal,"Year-on-year changes, in per cent",Q:KR:N:771,2019-Q1,2.6587
Quarterly,KR,Korea,R,Real,"Year-on-year changes, in per cent",Q:KR:R:771,2019-Q1,2.1048
Quarterly,LT,Lithuania,N,Nominal,"Year-on-year changes, in per cent",Q:LT:N:771,2019-Q1,7.8644
Quarterly,LT,Lithuania,R,Real,"Year-on-year changes, in per cent",Q:LT:R:771,2019-Q1,5.5977
Quarterly,LU,Luxembourg,N,Nominal,"Year-on-year changes, in per cent",Q:LU:N:771,2019-Q1,7.0205
Quarterly,LU,Luxembourg,R,Real,"Year-on-year changes, in per cent",Q:LU:R:771,2019-Q1,4.8802
Quarterly,LV,Latvia,N,Nominal,"Year-on-year changes, in per cent",Q:LV:N:771,2019-Q1,6.3695
Quarterly,LV,Latvia,R,Real,"Year-on-year changes, in per cent",Q:LV:R:771,2019-Q1,3.3891
Quarterly,MA,Morocco,N,Nominal,"Year-on-year changes, in per cent",Q:MA:N:771,2019-Q1,0.2616
Quarterly,MA,Morocco,R,Real,"Year-on-year changes, in per cent",Q:MA:R:771,2019-Q1,0.4603
Quarterly,MK,North Macedonia,N,Nominal,"Year-on-year changes, in per cent",Q:MK:N:771,2019-Q1,1.8065
Quarterly,MK,North Macedonia,R,Real,"Year-on-year changes, in per cent",Q:MK:R:771,2019-Q1,0.6046
Quarterly,MT,Malta,N,Nominal,"Year-on-year changes, in per cent",Q:MT:N:771,2019-Q1,6.5466
Quarterly,MT,Malta,R,Real,"Year-on-year changes, in per cent",Q:MT:R:771,2019-Q1,4.6941
Quarterly,MX,Mexico,N,Nominal,"Year-on-year changes, in per cent",Q:MX:N:771,2019-Q1,9.0328
Quarterly,MX,Mexico,R,Real,"Year-on-year changes, in per cent",Q:MX:R:771,2019-Q1,4.7356
Quarterly,MY,Malaysia,N,Nominal,"Year-on-year changes, in per cent",Q:MY:N:771,2019-Q1,2.5105
Quarterly,MY,Malaysia,R,Real,"Year-on-year changes, in per cent",Q:MY:R:771,2019-Q1,2.8216
Quarterly,NL,Netherlands,N,Nominal,"Year-on-year changes, in per cent",Q:NL:N:771,2019-Q1,8.1401
Quarterly,NL,Netherlands,R,Real,"Year-on-year changes, in per cent",Q:NL:R:771,2019-Q1,5.4606
Quarterly,NO,Norway,N,Nominal,"Year-on-year changes, in per cent",Q:NO:N:771,2019-Q1,3.0357
Quarterly,NO,Norway,R,Real,"Year-on-year changes, in per cent",Q:NO:R:771,2019-Q1,0.0374
Quarterly,NZ,New Zealand,N,Nominal,"Year-on-year changes, in per cent",Q:NZ:N:771,2019-Q1,2.5893
Quarterly,NZ,New Zealand,R,Real,"Year-on-year changes, in per cent",Q:NZ:R:771,2019-Q1,1.0895
Quarterly,PE,Peru,N,Nominal,"Year-on-year changes, in per cent",Q:PE:N:771,2019-Q1,2.5701
Quarterly,PE,Peru,R,Real,"Year-on-year changes, in per cent",Q:PE:R:771,2019-Q1,0.4341
Quarterly,PH,Philippines,N,Nominal,"Year-on-year changes, in per cent",Q:PH:N:771,2019-Q1,3.1987
Quarterly,PH,Philippines,R,Real,"Year-on-year changes, in per cent",Q:PH:R:771,2019-Q1,-0.6273
Quarterly,PL,Poland,N,Nominal,"Year-on-year changes, in per cent",Q:PL:N:771,2019-Q1,8.0928
Quarterly,PL,Poland,R,Real,"Year-on-year changes, in per cent",Q:PL:R:771,2019-Q1,6.8011
Quarterly,PT,Portugal,N,Nominal,"Year-on-year changes, in per cent",Q:PT:N:771,2019-Q1,9.2052
Quarterly,PT,Portugal,R,Real,"Year-on-year changes, in per cent",Q:PT:R:771,2019-Q1,8.3881
Quarterly,RO,Romania,N,Nominal,"Year-on-year changes, in per cent",Q:RO:N:771,2019-Q1,3.4483
Quarterly,RO,Romania,R,Real,"Year-on-year changes, in per cent",Q:RO:R:771,2019-Q1,-0.2904
Quarterly,RS,Serbia,N,Nominal,"Year-on-year changes, in per cent",Q:RS:N:771,2019-Q1,-3.0698
Quarterly,RS,Serbia,R,Real,"Year-on-year changes, in per cent",Q:RS:R:771,2019-Q1,-5.3779
Quarterly,RU,Russia,N,Nominal,"Year-on-year changes, in per cent",Q:RU:N:771,2019-Q1,7.2274
Quarterly,RU,Russia,R,Real,"Year-on-year changes, in per cent",Q:RU:R:771,2019-Q1,1.9727
Quarterly,SE,Sweden,N,Nominal,"Year-on-year changes, in per cent",Q:SE:N:771,2019-Q1,1.5225
Quarterly,SE,Sweden,R,Real,"Year-on-year changes, in per cent",Q:SE:R:771,2019-Q1,-0.3444
Quarterly,SG,Singapore,N,Nominal,"Year-on-year changes, in per cent",Q:SG:N:771,2019-Q1,3.1228
Quarterly,SG,Singapore,R,Real,"Year-on-year changes, in per cent",Q:SG:R:771,2019-Q1,2.6139
Quarterly,SI,Slovenia,N,Nominal,"Year-on-year changes, in per cent",Q:SI:N:771,2019-Q1,7.5737
Quarterly,SI,Slovenia,R,Real,"Year-on-year changes, in per cent",Q:SI:R:771,2019-Q1,6.1824
Quarterly,SK,Slovak Republic,N,Nominal,"Year-on-year changes, in per cent",Q:SK:N:771,2019-Q1,5.749
Quarterly,SK,Slovak Republic,R,Real,"Year-on-year changes, in per cent",Q:SK:R:771,2019-Q1,3.2791
Quarterly,TH,Thailand,N,Nominal,"Year-on-year changes, in per cent",Q:TH:N:771,2019-Q1,2.145
Quarterly,TH,Thailand,R,Real,"Year-on-year changes, in per cent",Q:TH:R:771,2019-Q1,1.3912
Quarterly,TR,Turkey,N,Nominal,"Year-on-year changes, in per cent",Q:TR:N:771,2019-Q1,3.1221
Quarterly,TR,Turkey,R,Real,"Year-on-year changes, in per cent",Q:TR:R:771,2019-Q1,-14.0012
Quarterly,US,United States,N,Nominal,"Year-on-year changes, in per cent",Q:US:N:771,2019-Q1,3.8914
Quarterly,US,United States,R,Real,"Year-on-year changes, in per cent",Q:US:R:771,2019-Q1,2.2101
Quarterly,XM,Euro area,N,Nominal,"Year-on-year changes, in per cent",Q:XM:N:771,2019-Q1,4.1361
Quarterly,XM,Euro area,R,Real,"Year-on-year changes, in per cent",Q:XM:R:771,2019-Q1,2.671
